
ligne,position,substring,pattern,valeur,chiffres,sum
6264fivendcxsmjdninetwo,2,64fivendcxsmjdninetwo,6,6,6 2 6,14762
6264fivendcxsmjdninetwo,3,4fivendcxsmjdninetwo,4,4,6 2 6 4,14762
6264fivendcxsmjdninetwo,4,fivendcxsmjdninetwo,five,5,6 2 6 4 5,14762
6264fivendcxsmjdninetwo,16,ninetwo,nine,9,6 2 6 4 5 9,14762
6264fivendcxsmjdninetwo,20,two,two,2,6 2 6 4 5 9 2,14762
ssixsevenfmmzpxddc4zbvcvb46,1,sixsevenfmmzpxddc4zbvcvb46,six,6,6,14824
ssixsevenfmmzpxddc4zbvcvb46,4,sevenfmmzpxddc4zbvcvb46,seven,7,6 7,14824
ssixsevenfmmzpxddc4zbvcvb46,18,4zbvcvb46,4,4,6 7 4,14824
ssixsevenfmmzpxddc4zbvcvb46,25,46,4,4,6 7 4 4,14824
ssixsevenfmmzpxddc4zbvcvb46,26,6,6,6,6 7 4 4 6,14824
tqfgpdsqccdfvhjtwovsnine1seven,15,twovsnine1seven,two,2,2,14890
tqfgpdsqccdfvhjtwovsnine1seven,20,nine1seven,nine,9,2 9,14890
tqfgpdsqccdfvhjtwovsnine1seven,24,1seven,1,1,2 9 1,14890
tqfgpdsqccdfvhjtwovsnine1seven,25,seven,seven,7,2 9 1 7,14890
ninesvdlpthree29k,0,ninesvdlpthree29k,nine,9,9,14917
ninesvdlpthree29k,9,three29k,three,3,9 3,14917
ninesvdlpthree29k,14,29k,2,2,9 3 2,14917
ninesvdlpthree29k,15,9k,9,9,9 3 2 9,14917
gnoneightqpsgskpqsjsmfiveffzfklltxthree7vf,2,oneightqpsgskpqsjsmfiveffzfklltxthree7vf,one,1,1,15016
gnoneightqpsgskpqsjsmfiveffzfklltxthree7vf,21,fiveffzfklltxthree7vf,five,5,1 5,15016
gnoneightqpsgskpqsjsmfiveffzfklltxthree7vf,34,three7vf,three,3,1 5 3,15016
gnoneightqpsgskpqsjsmfiveffzfklltxthree7vf,39,7vf,7,7,1 5 3 7,15016
fourgvonelxrqbddksnqljsmqr18four,0,fourgvonelxrqbddksnqljsmqr18four,four,4,4,15033
fourgvonelxrqbddksnqljsmqr18four,6,onelxrqbddksnqljsmqr18four,one,1,4 1,15033
fourgvonelxrqbddksnqljsmqr18four,26,18four,1,1,4 1 1,15033
fourgvonelxrqbddksnqljsmqr18four,27,8four,8,8,4 1 1 8,15033
fourgvonelxrqbddksnqljsmqr18four,28,four,four,4,4 1 1 8 4,15033
four18threethreeeightnine,0,four18threethreeeightnine,four,4,4,15077
four18threethreeeightnine,4,18threethreeeightnine,1,1,4 1,15077
four18threethreeeightnine,5,8threethreeeightnine,8,8,4 1 8,15077
four18threethreeeightnine,6,threethreeeightnine,three,3,4 1 8 3,15077
four18threethreeeightnine,11,threeeightnine,three,3,4 1 8 3 3,15077
four18threethreeeightnine,16,eightnine,eight,8,4 1 8 3 3 8,15077
four18threethreeeightnine,21,nine,nine,9,4 1 8 3 3 8 9,15077
nz7mhblpprsgpg,2,7mhblpprsgpg,7,7,7,15126
nine3two5glbgtkhdhv87lptxgnbsl,0,nine3two5glbgtkhdhv87lptxgnbsl,nine,9,9,15203
nine3two5glbgtkhdhv87lptxgnbsl,4,3two5glbgtkhdhv87lptxgnbsl,3,3,9 3,15203
nine3two5glbgtkhdhv87lptxgnbsl,5,two5glbgtkhdhv87lptxgnbsl,two,2,9 3 2,15203
nine3two5glbgtkhdhv87lptxgnbsl,8,5glbgtkhdhv87lptxgnbsl,5,5,9 3 2 5,15203
nine3two5glbgtkhdhv87lptxgnbsl,19,87lptxgnbsl,8,8,9 3 2 5 8,15203
nine3two5glbgtkhdhv87lptxgnbsl,20,7lptxgnbsl,7,7,9 3 2 5 8 7,15203
5onetwoone78,0,5onetwoone78,5,5,5,15300
5onetwoone78,1,onetwoone78,one,1,5 1,15300
5onetwoone78,4,twoone78,two,2,5 1 2,15300
5onetwoone78,7,one78,one,1,5 1 2 1,15300
5onetwoone78,10,78,7,7,5 1 2 1 7,15300
5onetwoone78,11,8,8,8,5 1 2 1 7 8,15300
6fourtwo3smkssmcvpsv3five,0,6fourtwo3smkssmcvpsv3five,6,6,6,15358
6fourtwo3smkssmcvpsv3five,1,fourtwo3smkssmcvpsv3five,four,4,6 4,15358
6fourtwo3smkssmcvpsv3five,5,two3smkssmcvpsv3five,two,2,6 4 2,15358
6fourtwo3smkssmcvpsv3five,8,3smkssmcvpsv3five,3,3,6 4 2 3,15358
6fourtwo3smkssmcvpsv3five,20,3five,3,3,6 4 2 3 3,15358
6fourtwo3smkssmcvpsv3five,21,five,five,5,6 4 2 3 3 5,15358
ps7xxfxmqmvkzjtwo,2,7xxfxmqmvkzjtwo,7,7,7,15423
ps7xxfxmqmvkzjtwo,14,two,two,2,7 2,15423
nbsbfqqqpt52jvphpgp,10,52jvphpgp,5,5,5,15495
nbsbfqqqpt52jvphpgp,11,2jvphpgp,2,2,5 2,15495
zgxvgqjklftvtrmfour2twoone5hknxfkr,15,four2twoone5hknxfkr,four,4,4,15547
zgxvgqjklftvtrmfour2twoone5hknxfkr,19,2twoone5hknxfkr,2,2,4 2,15547
zgxvgqjklftvtrmfour2twoone5hknxfkr,20,twoone5hknxfkr,two,2,4 2 2,15547
zgxvgqjklftvtrmfour2twoone5hknxfkr,23,one5hknxfkr,one,1,4 2 2 1,15547
zgxvgqjklftvtrmfour2twoone5hknxfkr,26,5hknxfkr,5,5,4 2 2 1 5,15547
4two6sevenninehpcpbtvrgc,0,4two6sevenninehpcpbtvrgc,4,4,4,15592
4two6sevenninehpcpbtvrgc,1,two6sevenninehpcpbtvrgc,two,2,4 2,15592
4two6sevenninehpcpbtvrgc,4,6sevenninehpcpbtvrgc,6,6,4 2 6,15592
4two6sevenninehpcpbtvrgc,5,sevenninehpcpbtvrgc,seven,7,4 2 6 7,15592
4two6sevenninehpcpbtvrgc,10,ninehpcpbtvrgc,nine,9,4 2 6 7 9,15592
seven4one22ztmlsc5six,0,seven4one22ztmlsc5six,seven,7,7,15641
seven4one22ztmlsc5six,5,4one22ztmlsc5six,4,4,7 4,15641
seven4one22ztmlsc5six,6,one22ztmlsc5six,one,1,7 4 1,15641
seven4one22ztmlsc5six,9,22ztmlsc5six,2,2,7 4 1 2,15641
seven4one22ztmlsc5six,10,2ztmlsc5six,2,2,7 4 1 2 2,15641
seven4one22ztmlsc5six,17,5six,5,5,7 4 1 2 2 5,15641
seven4one22ztmlsc5six,18,six,six,6,7 4 1 2 2 5 6,15641
rvtlfsktxp7four74foursixlvg3,10,7four74foursixlvg3,7,7,7,15717
rvtlfsktxp7four74foursixlvg3,11,four74foursixlvg3,four,4,7 4,15717
rvtlfsktxp7four74foursixlvg3,15,74foursixlvg3,7,7,7 4 7,15717
rvtlfsktxp7four74foursixlvg3,16,4foursixlvg3,4,4,7 4 7 4,15717
rvtlfsktxp7four74foursixlvg3,17,foursixlvg3,four,4,7 4 7 4 4,15717
rvtlfsktxp7four74foursixlvg3,21,sixlvg3,six,6,7 4 7 4 4 6,15717
rvtlfsktxp7four74foursixlvg3,27,3,3,3,7 4 7 4 4 6 3,15717
threetwo4seven,0,threetwo4seven,three,3,3,15790
threetwo4seven,5,two4seven,two,2,3 2,15790
threetwo4seven,8,4seven,4,4,3 2 4,15790
threetwo4seven,9,seven,seven,7,3 2 4 7,15790
kdnstttczthreeonetwotwosevensevenccq2,9,threeonetwotwosevensevenccq2,three,3,3,15827
kdnstttczthreeonetwotwosevensevenccq2,14,onetwotwosevensevenccq2,one,1,3 1,15827
kdnstttczthreeonetwotwosevensevenccq2,17,twotwosevensevenccq2,two,2,3 1 2,15827
kdnstttczthreeonetwotwosevensevenccq2,20,twosevensevenccq2,two,2,3 1 2 2,15827
kdnstttczthreeonetwotwosevensevenccq2,23,sevensevenccq2,seven,7,3 1 2 2 7,15827
kdnstttczthreeonetwotwosevensevenccq2,28,sevenccq2,seven,7,3 1 2 2 7 7,15827
kdnstttczthreeonetwotwosevensevenccq2,36,2,2,2,3 1 2 2 7 7 2,15827
9sixqjvcnxkvbmqrqvsskf81,0,9sixqjvcnxkvbmqrqvsskf81,9,9,9,15859
9sixqjvcnxkvbmqrqvsskf81,1,sixqjvcnxkvbmqrqvsskf81,six,6,9 6,15859
9sixqjvcnxkvbmqrqvsskf81,22,81,8,8,9 6 8,15859
9sixqjvcnxkvbmqrqvsskf81,23,1,1,1,9 6 8 1,15859
3jrdhvjsknddqdgzfmhqcdmkskxfnxvxlqtp7,0,3jrdhvjsknddqdgzfmhqcdmkskxfnxvxlqtp7,3,3,3,15950
3jrdhvjsknddqdgzfmhqcdmkskxfnxvxlqtp7,36,7,7,7,3 7,15950
39brqqqlcjqk4one,0,39brqqqlcjqk4one,3,3,3,15987
39brqqqlcjqk4one,1,9brqqqlcjqk4one,9,9,3 9,15987
39brqqqlcjqk4one,12,4one,4,4,3 9 4,15987
39brqqqlcjqk4one,13,one,one,1,3 9 4 1,15987
onedddpmznxcd7three,0,onedddpmznxcd7three,one,1,1,16018
onedddpmznxcd7three,13,7three,7,7,1 7,16018
onedddpmznxcd7three,14,three,three,3,1 7 3,16018
415nineonerbpvzxszfone,0,415nineonerbpvzxszfone,4,4,4,16031
415nineonerbpvzxszfone,1,15nineonerbpvzxszfone,1,1,4 1,16031
415nineonerbpvzxszfone,2,5nineonerbpvzxszfone,5,5,4 1 5,16031
415nineonerbpvzxszfone,3,nineonerbpvzxszfone,nine,9,4 1 5 9,16031
415nineonerbpvzxszfone,7,onerbpvzxszfone,one,1,4 1 5 9 1,16031
415nineonerbpvzxszfone,19,one,one,1,4 1 5 9 1 1,16031
fivekfvsxdstm8,0,fivekfvsxdstm8,five,5,5,16072
fivekfvsxdstm8,13,8,8,8,5 8,16072
47sixcdsstnjldeight6,0,47sixcdsstnjldeight6,4,4,4,16130
47sixcdsstnjldeight6,1,7sixcdsstnjldeight6,7,7,4 7,16130
47sixcdsstnjldeight6,2,sixcdsstnjldeight6,six,6,4 7 6,16130
47sixcdsstnjldeight6,14,eight6,eight,8,4 7 6 8,16130
47sixcdsstnjldeight6,19,6,6,6,4 7 6 8 6,16130
6threerhtchlzbpssjqdhs22seven,0,6threerhtchlzbpssjqdhs22seven,6,6,6,16176
6threerhtchlzbpssjqdhs22seven,1,threerhtchlzbpssjqdhs22seven,three,3,6 3,16176
6threerhtchlzbpssjqdhs22seven,22,22seven,2,2,6 3 2,16176
6threerhtchlzbpssjqdhs22seven,23,2seven,2,2,6 3 2 2,16176
6threerhtchlzbpssjqdhs22seven,24,seven,seven,7,6 3 2 2 7,16176
foursix9,0,foursix9,four,4,4,16243
foursix9,4,six9,six,6,4 6,16243
foursix9,7,9,9,9,4 6 9,16243
mqqdrpzmqrsixqsdndm6mbgvkone,10,sixqsdndm6mbgvkone,six,6,6,16292
mqqdrpzmqrsixqsdndm6mbgvkone,19,6mbgvkone,6,6,6 6,16292
mqqdrpzmqrsixqsdndm6mbgvkone,25,one,one,1,6 6 1,16292
czreightcjlznine9cpdtdhcp,3,eightcjlznine9cpdtdhcp,eight,8,8,16353
czreightcjlznine9cpdtdhcp,12,nine9cpdtdhcp,nine,9,8 9,16353
czreightcjlznine9cpdtdhcp,16,9cpdtdhcp,9,9,8 9 9,16353
298onespqbfmmm,0,298onespqbfmmm,2,2,2,16442
298onespqbfmmm,1,98onespqbfmmm,9,9,2 9,16442
298onespqbfmmm,2,8onespqbfmmm,8,8,2 9 8,16442
298onespqbfmmm,3,onespqbfmmm,one,1,2 9 8 1,16442
39onefrfkvknine9,0,39onefrfkvknine9,3,3,3,16463
39onefrfkvknine9,1,9onefrfkvknine9,9,9,3 9,16463
39onefrfkvknine9,2,onefrfkvknine9,one,1,3 9 1,16463
39onefrfkvknine9,11,nine9,nine,9,3 9 1 9,16463
39onefrfkvknine9,15,9,9,9,3 9 1 9 9,16463
7hsdbsbfrft,0,7hsdbsbfrft,7,7,7,16502
shfpxrfrb45rgnpcrqdtsonethreezcgngh,9,45rgnpcrqdtsonethreezcgngh,4,4,4,16579
shfpxrfrb45rgnpcrqdtsonethreezcgngh,10,5rgnpcrqdtsonethreezcgngh,5,5,4 5,16579
shfpxrfrb45rgnpcrqdtsonethreezcgngh,21,onethreezcgngh,one,1,4 5 1,16579
shfpxrfrb45rgnpcrqdtsonethreezcgngh,24,threezcgngh,three,3,4 5 1 3,16579
zbeightwobtdhr9,2,eightwobtdhr9,eight,8,8,16622
zbeightwobtdhr9,14,9,9,9,8 9,16622
9lone2zrbfzqthzkrrnine,0,9lone2zrbfzqthzkrrnine,9,9,9,16711
9lone2zrbfzqthzkrrnine,2,one2zrbfzqthzkrrnine,one,1,9 1,16711
9lone2zrbfzqthzkrrnine,5,2zrbfzqthzkrrnine,2,2,9 1 2,16711
9lone2zrbfzqthzkrrnine,18,nine,nine,9,9 1 2 9,16711
lvhlkdzqsvfive4bpqvkdmscfivem7seven,10,five4bpqvkdmscfivem7seven,five,5,5,16810
lvhlkdzqsvfive4bpqvkdmscfivem7seven,14,4bpqvkdmscfivem7seven,4,4,5 4,16810
lvhlkdzqsvfive4bpqvkdmscfivem7seven,24,fivem7seven,five,5,5 4 5,16810
lvhlkdzqsvfive4bpqvkdmscfivem7seven,29,7seven,7,7,5 4 5 7,16810
lvhlkdzqsvfive4bpqvkdmscfivem7seven,30,seven,seven,7,5 4 5 7 7,16810
fcknbkcqrxclntnine445four1,14,nine445four1,nine,9,9,16867
fcknbkcqrxclntnine445four1,18,445four1,4,4,9 4,16867
fcknbkcqrxclntnine445four1,19,45four1,4,4,9 4 4,16867
fcknbkcqrxclntnine445four1,20,5four1,5,5,9 4 4 5,16867
fcknbkcqrxclntnine445four1,21,four1,four,4,9 4 4 5 4,16867
fcknbkcqrxclntnine445four1,25,1,1,1,9 4 4 5 4 1,16867
five57gnsfiveonejqtzkcjmzp,0,five57gnsfiveonejqtzkcjmzp,five,5,5,16958
five57gnsfiveonejqtzkcjmzp,4,57gnsfiveonejqtzkcjmzp,5,5,5 5,16958
five57gnsfiveonejqtzkcjmzp,5,7gnsfiveonejqtzkcjmzp,7,7,5 5 7,16958
five57gnsfiveonejqtzkcjmzp,9,fiveonejqtzkcjmzp,five,5,5 5 7 5,16958
five57gnsfiveonejqtzkcjmzp,13,onejqtzkcjmzp,one,1,5 5 7 5 1,16958
threeseventxbszffourtwokztjpcbvv3three,0,threeseventxbszffourtwokztjpcbvv3three,three,3,3,17009
threeseventxbszffourtwokztjpcbvv3three,5,seventxbszffourtwokztjpcbvv3three,seven,7,3 7,17009
threeseventxbszffourtwokztjpcbvv3three,16,fourtwokztjpcbvv3three,four,4,3 7 4,17009
threeseventxbszffourtwokztjpcbvv3three,20,twokztjpcbvv3three,two,2,3 7 4 2,17009
threeseventxbszffourtwokztjpcbvv3three,32,3three,3,3,3 7 4 2 3,17009
threeseventxbszffourtwokztjpcbvv3three,33,three,three,3,3 7 4 2 3 3,17009
mspeight48fourxxvxmxc88,3,eight48fourxxvxmxc88,eight,8,8,17042
mspeight48fourxxvxmxc88,8,48fourxxvxmxc88,4,4,8 4,17042
mspeight48fourxxvxmxc88,9,8fourxxvxmxc88,8,8,8 4 8,17042
mspeight48fourxxvxmxc88,10,fourxxvxmxc88,four,4,8 4 8 4,17042
mspeight48fourxxvxmxc88,21,88,8,8,8 4 8 4 8,17042
mspeight48fourxxvxmxc88,22,8,8,8,8 4 8 4 8 8,17042
one67,0,one67,one,1,1,17130
one67,3,67,6,6,1 6,17130
one67,4,7,7,7,1 6 7,17130
gkl3three2mcljzvkpx,3,3three2mcljzvkpx,3,3,3,17147
gkl3three2mcljzvkpx,4,three2mcljzvkpx,three,3,3 3,17147
gkl3three2mcljzvkpx,9,2mcljzvkpx,2,2,3 3 2,17147
threengltpjhdhmjr6sevenntcsqqf5,0,threengltpjhdhmjr6sevenntcsqqf5,three,3,3,17179
threengltpjhdhmjr6sevenntcsqqf5,17,6sevenntcsqqf5,6,6,3 6,17179
threengltpjhdhmjr6sevenntcsqqf5,18,sevenntcsqqf5,seven,7,3 6 7,17179
threengltpjhdhmjr6sevenntcsqqf5,30,5,5,5,3 6 7 5,17179
meightwofggvmkr7six7,1,eightwofggvmkr7six7,eight,8,8,17214
meightwofggvmkr7six7,15,7six7,7,7,8 7,17214
meightwofggvmkr7six7,16,six7,six,6,8 7 6,17214
meightwofggvmkr7six7,19,7,7,7,8 7 6 7,17214
twoxjcbfjjcmq1kf,0,twoxjcbfjjcmq1kf,two,2,2,17301
twoxjcbfjjcmq1kf,13,1kf,1,1,2 1,17301
four7mseventwoone64,0,four7mseventwoone64,four,4,4,17322
four7mseventwoone64,4,7mseventwoone64,7,7,4 7,17322
four7mseventwoone64,6,seventwoone64,seven,7,4 7 7,17322
four7mseventwoone64,11,twoone64,two,2,4 7 7 2,17322
four7mseventwoone64,14,one64,one,1,4 7 7 2 1,17322
four7mseventwoone64,17,64,6,6,4 7 7 2 1 6,17322
four7mseventwoone64,18,4,4,4,4 7 7 2 1 6 4,17322
7hnhhcjnrxsevenffmjlvhnjvjbkgzqmhmonesixhhczncfnhbgsg,0,7hnhhcjnrxsevenffmjlvhnjvjbkgzqmhmonesixhhczncfnhbgsg,7,7,7,17366
7hnhhcjnrxsevenffmjlvhnjvjbkgzqmhmonesixhhczncfnhbgsg,10,sevenffmjlvhnjvjbkgzqmhmonesixhhczncfnhbgsg,seven,7,7 7,17366
7hnhhcjnrxsevenffmjlvhnjvjbkgzqmhmonesixhhczncfnhbgsg,34,onesixhhczncfnhbgsg,one,1,7 7 1,17366
7hnhhcjnrxsevenffmjlvhnjvjbkgzqmhmonesixhhczncfnhbgsg,37,sixhhczncfnhbgsg,six,6,7 7 1 6,17366
hppxtkvseven8g314,7,seven8g314,seven,7,7,17442
hppxtkvseven8g314,12,8g314,8,8,7 8,17442
hppxtkvseven8g314,14,314,3,3,7 8 3,17442
hppxtkvseven8g314,15,14,1,1,7 8 3 1,17442
hppxtkvseven8g314,16,4,4,4,7 8 3 1 4,17442
fivenine7sixfivesixlmnlqcg,0,fivenine7sixfivesixlmnlqcg,five,5,5,17516
fivenine7sixfivesixlmnlqcg,4,nine7sixfivesixlmnlqcg,nine,9,5 9,17516
fivenine7sixfivesixlmnlqcg,8,7sixfivesixlmnlqcg,7,7,5 9 7,17516
fivenine7sixfivesixlmnlqcg,9,sixfivesixlmnlqcg,six,6,5 9 7 6,17516
fivenine7sixfivesixlmnlqcg,12,fivesixlmnlqcg,five,5,5 9 7 6 5,17516
fivenine7sixfivesixlmnlqcg,16,sixlmnlqcg,six,6,5 9 7 6 5 6,17516
4gdzjjjsvkl5sevenfour7,0,4gdzjjjsvkl5sevenfour7,4,4,4,17572
4gdzjjjsvkl5sevenfour7,11,5sevenfour7,5,5,4 5,17572
4gdzjjjsvkl5sevenfour7,12,sevenfour7,seven,7,4 5 7,17572
4gdzjjjsvkl5sevenfour7,17,four7,four,4,4 5 7 4,17572
4gdzjjjsvkl5sevenfour7,21,7,7,7,4 5 7 4 7,17572
bgkldxbvsqtpdf17lgvbl4,14,17lgvbl4,1,1,1,17619
bgkldxbvsqtpdf17lgvbl4,15,7lgvbl4,7,7,1 7,17619
bgkldxbvsqtpdf17lgvbl4,21,4,4,4,1 7 4,17619
3zfm,0,3zfm,3,3,3,17633
dvoneight4,2,oneight4,one,1,1,17666
dvoneight4,9,4,4,4,1 4,17666
three1eight1xpmvzlfiveseven,0,three1eight1xpmvzlfiveseven,three,3,3,17680
three1eight1xpmvzlfiveseven,5,1eight1xpmvzlfiveseven,1,1,3 1,17680
three1eight1xpmvzlfiveseven,6,eight1xpmvzlfiveseven,eight,8,3 1 8,17680
three1eight1xpmvzlfiveseven,11,1xpmvzlfiveseven,1,1,3 1 8 1,17680
three1eight1xpmvzlfiveseven,18,fiveseven,five,5,3 1 8 1 5,17680
three1eight1xpmvzlfiveseven,22,seven,seven,7,3 1 8 1 5 7,17680
5ninethree6dvq,0,5ninethree6dvq,5,5,5,17717
5ninethree6dvq,1,ninethree6dvq,nine,9,5 9,17717
5ninethree6dvq,5,three6dvq,three,3,5 9 3,17717
5ninethree6dvq,10,6dvq,6,6,5 9 3 6,17717
69lgmqxpmdxtq,0,69lgmqxpmdxtq,6,6,6,17773
69lgmqxpmdxtq,1,9lgmqxpmdxtq,9,9,6 9,17773
6one8xszfmzfvpxmhv,0,6one8xszfmzfvpxmhv,6,6,6,17842
6one8xszfmzfvpxmhv,1,one8xszfmzfvpxmhv,one,1,6 1,17842
6one8xszfmzfvpxmhv,4,8xszfmzfvpxmhv,8,8,6 1 8,17842
three971,0,three971,three,3,3,17910
three971,5,971,9,9,3 9,17910
three971,6,71,7,7,3 9 7,17910
three971,7,1,1,1,3 9 7 1,17910
tdklrczbqgjhhpz2gkh92two96,15,2gkh92two96,2,2,2,17941
tdklrczbqgjhhpz2gkh92two96,19,92two96,9,9,2 9,17941
tdklrczbqgjhhpz2gkh92two96,20,2two96,2,2,2 9 2,17941
tdklrczbqgjhhpz2gkh92two96,21,two96,two,2,2 9 2 2,17941
tdklrczbqgjhhpz2gkh92two96,24,96,9,9,2 9 2 2 9,17941
tdklrczbqgjhhpz2gkh92two96,25,6,6,6,2 9 2 2 9 6,17941
6lrxbnvlh5kqqzbksixmkhfkc,0,6lrxbnvlh5kqqzbksixmkhfkc,6,6,6,17967
6lrxbnvlh5kqqzbksixmkhfkc,9,5kqqzbksixmkhfkc,5,5,6 5,17967
6lrxbnvlh5kqqzbksixmkhfkc,16,sixmkhfkc,six,6,6 5 6,17967
5ninetpqplfour4,0,5ninetpqplfour4,5,5,5,18033
5ninetpqplfour4,1,ninetpqplfour4,nine,9,5 9,18033
5ninetpqplfour4,10,four4,four,4,5 9 4,18033
5ninetpqplfour4,14,4,4,4,5 9 4 4,18033
eightgjfjqbzlht742,0,eightgjfjqbzlht742,eight,8,8,18087
eightgjfjqbzlht742,15,742,7,7,8 7,18087
eightgjfjqbzlht742,16,42,4,4,8 7 4,18087
eightgjfjqbzlht742,17,2,2,2,8 7 4 2,18087
lvjtvngcpl2four,10,2four,2,2,2,18169
lvjtvngcpl2four,11,four,four,4,2 4,18169
nineoneeight9twofivevpfhtkkdmzz,0,nineoneeight9twofivevpfhtkkdmzz,nine,9,9,18193
nineoneeight9twofivevpfhtkkdmzz,4,oneeight9twofivevpfhtkkdmzz,one,1,9 1,18193
nineoneeight9twofivevpfhtkkdmzz,7,eight9twofivevpfhtkkdmzz,eight,8,9 1 8,18193
nineoneeight9twofivevpfhtkkdmzz,12,9twofivevpfhtkkdmzz,9,9,9 1 8 9,18193
nineoneeight9twofivevpfhtkkdmzz,13,twofivevpfhtkkdmzz,two,2,9 1 8 9 2,18193
nineoneeight9twofivevpfhtkkdmzz,16,fivevpfhtkkdmzz,five,5,9 1 8 9 2 5,18193
sixcdncmsrzzt97five8tqjthree,0,sixcdncmsrzzt97five8tqjthree,six,6,6,18288
sixcdncmsrzzt97five8tqjthree,13,97five8tqjthree,9,9,6 9,18288
sixcdncmsrzzt97five8tqjthree,14,7five8tqjthree,7,7,6 9 7,18288
sixcdncmsrzzt97five8tqjthree,15,five8tqjthree,five,5,6 9 7 5,18288
sixcdncmsrzzt97five8tqjthree,19,8tqjthree,8,8,6 9 7 5 8,18288
sixcdncmsrzzt97five8tqjthree,23,three,three,3,6 9 7 5 8 3,18288
tnchfkdmfzjsonesix76,12,onesix76,one,1,1,18351
tnchfkdmfzjsonesix76,15,six76,six,6,1 6,18351
tnchfkdmfzjsonesix76,18,76,7,7,1 6 7,18351
tnchfkdmfzjsonesix76,19,6,6,6,1 6 7 6,18351
fourl8ninepjbmkxzdsjsxdj,0,fourl8ninepjbmkxzdsjsxdj,four,4,4,18367
fourl8ninepjbmkxzdsjsxdj,5,8ninepjbmkxzdsjsxdj,8,8,4 8,18367
fourl8ninepjbmkxzdsjsxdj,6,ninepjbmkxzdsjsxdj,nine,9,4 8 9,18367
twozqs7,0,twozqs7,two,2,2,18416
twozqs7,6,7,7,7,2 7,18416
zgsggdkgkpdlr5one,13,5one,5,5,5,18443
zgsggdkgkpdlr5one,14,one,one,1,5 1,18443
zzdkcsevenqggrdzrcdllqqpdnrbsevenvhsfnr68,5,sevenqggrdzrcdllqqpdnrbsevenvhsfnr68,seven,7,7,18494
zzdkcsevenqggrdzrcdllqqpdnrbsevenvhsfnr68,28,sevenvhsfnr68,seven,7,7 7,18494
zzdkcsevenqggrdzrcdllqqpdnrbsevenvhsfnr68,39,68,6,6,7 7 6,18494
zzdkcsevenqggrdzrcdllqqpdnrbsevenvhsfnr68,40,8,8,8,7 7 6 8,18494
5sevennine6t,0,5sevennine6t,5,5,5,18572
5sevennine6t,1,sevennine6t,seven,7,5 7,18572
5sevennine6t,6,nine6t,nine,9,5 7 9,18572
5sevennine6t,10,6t,6,6,5 7 9 6,18572
4rlmrv,0,4rlmrv,4,4,4,18628
six5mlgsevenrflgjfsn1lrtcnhhsc7six,0,six5mlgsevenrflgjfsn1lrtcnhhsc7six,six,6,6,18672
six5mlgsevenrflgjfsn1lrtcnhhsc7six,3,5mlgsevenrflgjfsn1lrtcnhhsc7six,5,5,6 5,18672
six5mlgsevenrflgjfsn1lrtcnhhsc7six,7,sevenrflgjfsn1lrtcnhhsc7six,seven,7,6 5 7,18672
six5mlgsevenrflgjfsn1lrtcnhhsc7six,20,1lrtcnhhsc7six,1,1,6 5 7 1,18672
six5mlgsevenrflgjfsn1lrtcnhhsc7six,30,7six,7,7,6 5 7 1 7,18672
six5mlgsevenrflgjfsn1lrtcnhhsc7six,31,six,six,6,6 5 7 1 7 6,18672
6ff1six,0,6ff1six,6,6,6,18738
6ff1six,3,1six,1,1,6 1,18738
6ff1six,4,six,six,6,6 1 6,18738
nine87eightsxrqxj,0,nine87eightsxrqxj,nine,9,9,18804
nine87eightsxrqxj,4,87eightsxrqxj,8,8,9 8,18804
nine87eightsxrqxj,5,7eightsxrqxj,7,7,9 8 7,18804
nine87eightsxrqxj,6,eightsxrqxj,eight,8,9 8 7 8,18804
vnvsfqllfbh6fivesixsjpgzrvdzb,11,6fivesixsjpgzrvdzb,6,6,6,18902
vnvsfqllfbh6fivesixsjpgzrvdzb,12,fivesixsjpgzrvdzb,five,5,6 5,18902
vnvsfqllfbh6fivesixsjpgzrvdzb,16,sixsjpgzrvdzb,six,6,6 5 6,18902
six5twoseven,0,six5twoseven,six,6,6,18968
six5twoseven,3,5twoseven,5,5,6 5,18968
six5twoseven,4,twoseven,two,2,6 5 2,18968
six5twoseven,7,seven,seven,7,6 5 2 7,18968
5fourthree3pszxtfivesixtjfdnrxt,0,5fourthree3pszxtfivesixtjfdnrxt,5,5,5,19035
5fourthree3pszxtfivesixtjfdnrxt,1,fourthree3pszxtfivesixtjfdnrxt,four,4,5 4,19035
5fourthree3pszxtfivesixtjfdnrxt,5,three3pszxtfivesixtjfdnrxt,three,3,5 4 3,19035
5fourthree3pszxtfivesixtjfdnrxt,10,3pszxtfivesixtjfdnrxt,3,3,5 4 3 3,19035
5fourthree3pszxtfivesixtjfdnrxt,16,fivesixtjfdnrxt,five,5,5 4 3 3 5,19035
5fourthree3pszxtfivesixtjfdnrxt,20,sixtjfdnrxt,six,6,5 4 3 3 5 6,19035
seven7jmngpvqnkf979lkgzhbvbltztcsqhr,0,seven7jmngpvqnkf979lkgzhbvbltztcsqhr,seven,7,7,19091
seven7jmngpvqnkf979lkgzhbvbltztcsqhr,5,7jmngpvqnkf979lkgzhbvbltztcsqhr,7,7,7 7,19091
seven7jmngpvqnkf979lkgzhbvbltztcsqhr,16,979lkgzhbvbltztcsqhr,9,9,7 7 9,19091
